,Brand,Model,Weight,Operating System,Display Size,Pixel Density,Display Touchscreen,Clock-speed,Capacity,RAM Type,SSD Capacity,Battery Type,Wi-Fi Version,Warranty,Price (Rs),Weight_Category,Resolution_X,Resolution_Y,GPU_Brand,GPU_Tier,CPU_Brand,CPU_Category,Total_Pixels,Screen_Category,PPI_Category
130,HP,15s-FQ2072TU (36OL5PA),1.69,Windows 10,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,33890.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
131,Lenovo,(81WD00JYIN),1.6,Windows 10,14.0,112,No,1,4 GB,DDR4,512 GB,Li-Ion,4.0,1,33990.0,Light,1366,768,Intel,Integrated,Intel,i3-1Gen,1049088,Medium,Low
132,MSI,11UC-1475IN,1.8,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,2,56130.0,Light,1920,1080,NVIDIA,Mid,Intel,i5-11Gen,2073600,Medium,Medium
133,HP,15q-bu039tu (4TS70PA),1.86,Windows 10,15.6,141,No,2,4 GB,DDR4,512 GB,Li-Ion,5.0,1,35616.0,Normal,1920,1080,Intel,Integrated,Intel,i3-7Gen,2073600,Medium,Medium
134,HP,15-s103TX (K8T82PA),2.2,DOS,15.6,100,No,1,4 GB,DDR3,512 GB,Li-Ion,4.0,1,30990.0,Normal,1366,768,NVIDIA,Other,Intel,i3-4Gen,1049088,Medium,Low
135,HP,15s-fq5112TU (6Q2M3PA),1.69,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,5.0,1,48740.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
136,Dell,14 3405 (D552122WIN9DE),1.7,Windows 10,14.0,157,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,49658.0,Light,1920,1080,AMD,Integrated,AMD,Ryzen 5-3Gen,2073600,Medium,Medium
137,Asus,X540YA-XO940T,2.0,Windows 10,15.6,100,No,1,4 GB,DDR3,512 GB,Li-Ion,4.0,1,19990.0,Normal,1366,768,Intel,Integrated,AMD,Other,1049088,Medium,Low
138,Lenovo,3 15IGL05 (81WQ00NXIN),1.7,Windows 11,15.6,100,No,1,8 GB,DDR4,256 GB,Li-Po,5.0,1,26980.0,Light,1366,768,Intel,Integrated,Intel,Other,1049088,Medium,Low
139,Dell,14 3405 (D552147WIN9BE),1.59,Windows 10,14.0,112,No,2,4 GB,DDR4,256 GB,Li-Ion,5.0,1,28890.0,Light,1366,768,AMD,Integrated,AMD,Other,1049088,Medium,Low
140,HP,15-db0186au (5KV06PA),1.77,Windows 10,15.6,141,No,2,4 GB,DDR4,512 GB,Li-Ion,5.0,1,27990.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
141,Asus,R542UQ-DM251T,2.2,Windows 10,15.6,141,No,1,8 GB,DDR4,512 GB,Li-Ion,5.0,2,45990.0,Normal,1920,1080,NVIDIA,Basic Dedicated,Intel,i5-8Gen,2073600,Medium,Medium
142,HP,14-dv1000TU (50N46PA),1.41,Windows 11,14.0,157,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,58615.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
143,Asus,TN3402QA-LZ520WS,1.5,Windows 11,14.0,162,Yes,3,8 GB,DDR4,512 GB,Li-Ion,6.0,1,44999.0,Light,1920,1200,AMD,Integrated,AMD,Other,2304000,Medium,Medium
144,Acer,EX215-54 (UN.EGJSI.033),1.8254062618836355,Windows 11,15.6,141,No,1,8 GB,DDR4,256 GB,Li-Ion,5.0,1,25999.0,Normal,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
145,HP,15s-EQ0144AU (275H3PA),1.69,Windows 10,15.6,141,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,42990.0,Light,1920,1080,AMD,Integrated,AMD,Ryzen 5-3Gen,2073600,Medium,Medium
146,Apple,M1 MYDC2HN/A,1.4,macOS,13.3,227,No,3,8 GB,DDR4,512 GB,Li-Po,6.0,1,135990.0,Light,2560,1600,Intel,Other,Apple,Apple M1,4096000,Small,High
147,Asus,UX325EA-EG701TS,1.11,Windows 10,13.3,166,No,4,16 GB,DDR4,1 TB,Li-Ion,6.0,1,99990.0,Ultra Light,1920,1080,Intel,Integrated,Intel,i7-1Gen,2073600,Small,Medium
148,Lenovo,Gaming 3 15IHU6 (82K101PCIN),2.25,Windows 11,15.6,141,No,3,8 GB,DDR4,512 GB,Li-Ion,6.0,1,49990.0,Normal,1920,1080,NVIDIA,Entry Gaming,Intel,i5-11Gen,2073600,Medium,Medium
149,HP,x360 14-dy0053TU (3X8X2PA),1.5,Windows 10,14.0,157,Yes,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,51000.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
150,Dell,3420 (D552299WIN9BE),1.48,Windows 11,14.0,157,No,1,8 GB,DDR4,256 GB,Li-Ion,6.0,1,33490.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
151,Acer,EX215-31 (UN.EFTSI.002),1.9,Windows 10,15.6,100,No,2,4 GB,DDR4,256 GB,Li-Ion,5.0,1,20999.0,Normal,1366,768,Intel,Integrated,Intel,Other,1049088,Medium,Low
152,Honor,(FRI-F56),1.4,Windows 11,14.0,162,No,2,16 GB,DDR4,512 GB,Li-Po,6.0,1,51990.0,Light,1920,1200,Intel,Integrated,Intel,i5-12Gen,2304000,Medium,Medium
153,Honor,(FRI-F58),1.4,Windows 11,14.0,162,No,2,8 GB,DDR4,512 GB,Li-Po,5.0,1,48990.0,Light,1920,1200,Intel,Integrated,Intel,i5-12Gen,2304000,Medium,Medium
154,Asus,UX325EA-EG501TS,1.11,Windows 10,13.3,166,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,69990.0,Ultra Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Small,Medium
155,Infinix,Zero Book 13 ZL513,1.8,Windows 11,15.6,141,No,5,32 GB,DDR5,1 TB,Li-Ion,5.0,1,71990.0,Light,1920,1080,Intel,Integrated,Intel,i9-13Gen,2073600,Medium,Medium
156,Acer,A715-76G (UN.QMESI.003),2.1,Windows 11,15.6,141,No,3,16 GB,DDR4,512 GB,Li-Ion,6.0,1,55990.0,Normal,1920,1080,NVIDIA,Entry Gaming,Intel,i5-12Gen,2073600,Medium,Medium
157,HP,15-EC2145AX (552W2PA),1.98,Windows 11,15.6,141,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,62990.0,Normal,1920,1080,NVIDIA,Other,AMD,Ryzen 5-5Gen,2073600,Medium,Medium
158,Acer,A715-76G (NH.QMESI.003),2.1,Windows 11,15.6,141,No,3,8 GB,DDR4,512 GB,Li-Ion,6.0,1,74999.0,Normal,1920,1080,NVIDIA,Entry Gaming,Intel,i5-12Gen,2073600,Medium,Medium
159,HP,14s-dr2016tu (360L9PA),1.47,Windows 10,14.0,157,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,57890.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
160,Lenovo,320-15IKB (80XL040XIN),2.4,Windows 10,15.6,100,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,58790.0,Heavy,1366,768,NVIDIA,Basic Dedicated,Intel,i5-7Gen,1049088,Medium,Low
161,Lenovo,320-15IKB (80XL0411IN),2.2,Windows 10,15.6,100,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,49999.0,Normal,1366,768,NVIDIA,Basic Dedicated,Intel,i5-7Gen,1049088,Medium,Low
162,Lenovo,320-15IKB (80XL040WIN),2.2,DOS,15.6,100,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,56690.0,Normal,1366,768,NVIDIA,Basic Dedicated,Intel,i5-7Gen,1049088,Medium,Low
163,HP,14q-cs0014TU (7EF94PA),1.47,Windows 10,14.0,112,No,2,4 GB,DDR4,512 GB,Li-Ion,4.0,1,27999.0,Light,1366,768,Intel,Integrated,Intel,i3-7Gen,1049088,Medium,Low
164,Asus,X1502ZA-EJ331WS,1.7,Windows 11,15.6,141,No,1,8 GB,DDR4,512 GB,Li-Ion,6.0,1,42990.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
165,Dell,15 5575 (A560119WIN9),2.22,Windows 10,15.6,141,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,45990.0,Normal,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
166,HP,15s-fq5202TU (8G148PA),1.69,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,46400.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
167,Dell,15 3567 (B566109HIN9),2.2,Windows 10,15.6,141,No,2,4 GB,DDR4,512 GB,Li-Ion,5.0,1,34610.0,Normal,1920,1080,Intel,Integrated,Intel,i3-7Gen,2073600,Medium,Medium
168,Dell,14 5406 (D560365WIN9S),1.72,Windows 10,14.0,157,No,4,4 GB,DDR4,256 GB,Li-Ion,6.0,1,48250.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
169,Asus,M515DA-BQ332WS,1.8,Windows 11,15.6,141,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,31339.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
170,Acer,A515-51G ( NX.GT1SI.004),2.2,Linux,15.6,100,No,1,8 GB,DDR4,512 GB,Li-Ion,5.0,1,45999.0,Normal,1366,768,NVIDIA,Basic Dedicated,Intel,i5-8Gen,1049088,Medium,Low
171,Dell,14 3400 (D552190WIN9BE),1.58,Windows 10,14.0,157,No,1,8 GB,DDR4,256 GB,Li-Ion,5.0,1,41327.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
172,Acer,SF314-512 (NX.K0FSI.002),1.25,Windows 11,14.0,210,No,1,8 GB,DDR4,512 GB,Li-Ion,5.0,1,61999.0,Ultra Light,2560,1440,Intel,Integrated,Intel,i5-1Gen,3686400,Medium,High
173,Acer,SF314-512 (NX.K7HSI.001),1.25,Windows 11,14.0,210,No,1,8 GB,DDR4,512 GB,Li-Ion,6.0,1,60890.0,Ultra Light,2560,1440,Intel,Integrated,Intel,i5-1Gen,3686400,Medium,High
174,Lenovo,Gaming 3 15ARH7 (82SB00NXIN),2.32,Windows 11,15.6,141,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,57990.0,Heavy,1920,1080,NVIDIA,Entry Gaming,AMD,Other,2073600,Medium,Medium
175,HP,15s-DR3500TX (3V7P8PA),1.75,Windows 10,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,66490.0,Light,1920,1080,NVIDIA,Basic Dedicated,Intel,i5-1Gen,2073600,Medium,Medium
176,MSI,GF63 Thin 9SCSR-1039IN,1.86,Windows 10,15.6,141,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,83990.0,Normal,1920,1080,NVIDIA,Entry Gaming,Intel,i7-9Gen,2073600,Medium,Medium
177,Honor,NDR-WDH),1.38,Windows 11,14.0,157,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,41990.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
178,HP,15s-fq3066TU (7W475PA),1.65,Windows 11,15.6,100,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,25999.0,Light,1366,768,Intel,Integrated,Intel,Other,1049088,Medium,Low
179,Lenovo,320E (80XV00PJIN),2.2,DOS,15.6,100,No,1,4 GB,DDR4,512 GB,Li-Ion,4.0,1,18890.0,Normal,1366,768,AMD,Integrated,AMD,Other,1049088,Medium,Low
180,Apple,MVFN2HN/A,1.25,macOS,13.3,227,No,1,8 GB,DDR3,256 GB,Li-Po,4.0,1,104990.0,Ultra Light,2560,1600,Intel,Integrated,Intel,i5-8Gen,4096000,Small,High
181,Acer,A315-53-P3UE (NX.H38SI.012),2.1,Windows 10,15.6,100,No,2,4 GB,DDR4,512 GB,Li-Ion,5.0,1,26749.0,Normal,1366,768,Intel,Integrated,Intel,Other,1049088,Medium,Low
182,Asus,S430UA-EB151T,1.4,Windows 10,14.0,157,No,2,8 GB,DDR4,256 GB,Li-Ion,5.0,1,54990.0,Light,1920,1080,Intel,Integrated,Intel,i3-8Gen,2073600,Medium,Medium
183,Asus,S430UA-EB091T,1.4,Windows 10,14.0,157,No,2,8 GB,DDR4,256 GB,Li-Po,5.0,1,44990.0,Light,1920,1080,Intel,Integrated,Intel,i3-8Gen,2073600,Medium,Medium
184,Lenovo,14ITL05 (82HS00W2IN),1.5,Windows 11,14.0,157,Yes,3,8 GB,DDR4,512 GB,Li-Ion,5.0,1,56459.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
185,MSI,GF75 Thin 9SCXR-424IN,2.2,Windows 10,17.3,127,No,2,16 GB,DDR4,256 GB,Li-Ion,5.0,1,74990.0,Normal,1920,1080,NVIDIA,Entry Gaming,Intel,i7-9Gen,2073600,Large,Low
186,Apple,M2 MNEH3HN/A,1.38,macOS,13.3,227,No,3,8 GB,DDR5,256 GB,Li-Po,6.0,1,120990.0,Light,2560,1600,Apple,Integrated,Apple,Apple M2,4096000,Small,High
187,Lenovo,(82K1019BIN),2.2,Windows 11,15.6,141,No,3,16 GB,DDR4,512 GB,Li-Ion,6.0,1,65990.0,Normal,1920,1080,NVIDIA,Mid,Intel,i5-11Gen,2073600,Medium,Medium
188,Dell,14 7460 (Z561501SIN9G),1.6,Windows 10,14.0,157,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,63990.0,Light,1920,1080,NVIDIA,Basic Dedicated,Intel,i5-7Gen,2073600,Medium,Medium
189,Dell,15 3501 (D560412WIN9S),1.83,Windows 10,15.6,141,No,2,8 GB,DDR4,256 GB,Li-Ion,5.0,1,60414.0,Normal,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
190,Dell,3420 (D552276WIN9BE),1.48,Windows 11,14.0,157,No,1,8 GB,DDR4,512 GB,Li-Ion,5.0,1,41490.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
191,HP,14s-fy1005AU (6Y6R8PA),1.46,Windows 11,14.0,157,No,4,16 GB,DDR4,512 GB,Li-Ion,5.0,1,55565.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
192,HP,15s-ey1003AU (38Z29PA),1.7,Windows 10,15.6,141,No,2,8 GB,DDR4,256 GB,Li-Ion,5.0,1,33999.0,Light,1920,1080,AMD,Integrated,AMD,Ryzen 3-4Gen,2073600,Medium,Medium
193,HP,14-cm0123au (8GA09PA),1.54,Windows 10,14.0,112,No,2,4 GB,DDR4,512 GB,Li-Ion,4.0,1,22409.0,Light,1366,768,AMD,Integrated,AMD,Other,1049088,Medium,Low
194,HP,16-e0350ax,2.48,Windows 11,16.1,137,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,72990.0,Heavy,1920,1080,NVIDIA,Mid,AMD,Other,2073600,Large,Low
195,Lenovo,Slim 3 (82H701DKIN),1.41,Windows 11,14.0,157,No,3,8 GB,DDR4,512 GB,Li-Ion,5.0,2,40990.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
196,Dell,15 5567 (A563505WIN9),2.36,Windows 10,15.6,141,No,2,4 GB,DDR4,512 GB,Li-Ion,5.0,1,37800.0,Heavy,1920,1080,Intel,Integrated,Intel,i3-6Gen,2073600,Medium,Medium
197,Apple,MVFJ2HN/A,1.25,macOS,13.3,227,No,1,8 GB,DDR3,256 GB,Li-Po,4.0,1,107990.0,Ultra Light,2560,1600,Intel,Integrated,Intel,i5-8Gen,4096000,Small,High
198,Asus,X1504ZA-NJ325WS,1.7,Windows 11,15.6,141,No,1,8 GB,DDR4,512 GB,Li-Ion,6.0,1,32990.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
199,Asus,X512DA-EJ1298TS,1.68,Windows 10,15.6,141,No,3,8 GB,DDR4,256 GB,Li-Ion,5.0,1,47990.0,Light,1920,1080,AMD,Integrated,AMD,Ryzen 5-3Gen,2073600,Medium,Medium
200,Dell,14 5447 (5447541TB2S),1.9,Windows 8,14.0,112,No,1,4 GB,DDR3,512 GB,Li-Ion,4.0,1,48300.0,Normal,1366,768,AMD,Integrated,Intel,i5-4Gen,1049088,Medium,Low
201,Asus,UX5401ZA-KM541WS,1.4,Windows 11,14.0,243,Yes,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,71999.0,Light,2880,1800,Intel,Integrated,Intel,i5-12Gen,5184000,Medium,High
202,HP,15-dy1020nr (7NW38UA),1.7,Windows 10,15.6,100,Yes,1,8 GB,DDR4,512 GB,Li-Ion,5.0,1,101065.0,Light,1366,768,Intel,Integrated,Intel,i5-1Gen,1049088,Medium,Low
203,Asus,OLED UX3402VA-KM542WS,1.39,Windows 11,14.0,243,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,74990.0,Light,2880,1800,Intel,Integrated,Intel,i5-1Gen,5184000,Medium,High
204,HP,15-N201AX (F6C55PA),2.3,Windows 8,15.6,100,No,2,8 GB,DDR3,512 GB,Li-Ion,4.0,1,46490.0,Normal,1366,768,AMD,Integrated,AMD,Other,1049088,Medium,Low
205,HP,15-N208TX (F6C48PA),2.3,Windows 8,15.6,100,No,1,4 GB,DDR3,512 GB,Li-Ion,4.0,1,39994.0,Normal,1366,768,NVIDIA,Other,Intel,i5-4Gen,1049088,Medium,Low
206,Samsung,NP750XGK-LS1IN,1.55,Windows 11,15.6,141,No,1,8 GB,DDR4,512 GB,Li-Ion,6.0,1,67990.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
207,HP,15-af002AU (M4Y79PA),2.25,DOS,15.6,100,No,1,4 GB,DDR3,512 GB,Li-Ion,4.0,1,19499.0,Normal,1366,768,AMD,Integrated,AMD,Other,1049088,Medium,Low
208,HP,x360 14-ek0084TU,1.41,Windows 11,14.0,157,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,77900.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
209,Asus,X200MA-KX234D,1.2,DOS,11.6,135,No,1,2 GB,DDR3,512 GB,Li-Ion,4.0,1,20599.0,Ultra Light,1366,768,Intel,Integrated,Intel,Other,1049088,Small,Low
210,HP,15-p017TU (J2C44PA),2.4,Windows 8,15.6,100,No,1,4 GB,DDR3,512 GB,Li-Ion,4.0,1,38990.0,Heavy,1366,768,Intel,Integrated,Intel,i3-4Gen,1049088,Medium,Low
211,HP,15-ac121tx (N8M25PA),2.1,Windows 10,15.6,100,No,2,4 GB,DDR3,512 GB,Li-Ion,4.0,1,37500.0,Normal,1366,768,AMD,Integrated,Intel,i3-5Gen,1049088,Medium,Low
212,HP,15-ay015tu (W6T27PA),2.19,Windows 10,15.6,100,No,1,4 GB,DDR3,512 GB,Li-Ion,4.0,1,25299.0,Normal,1366,768,Intel,Integrated,Intel,Other,1049088,Medium,Low
213,HP,15-n012TX (F2C10PA),2.3,Windows 8,15.6,100,No,1,4 GB,DDR3,512 GB,Li-Ion,4.0,1,49490.0,Normal,1366,768,NVIDIA,Other,Intel,i5-4Gen,1049088,Medium,Low
214,Asus,16X K3605ZF-MB521WS,1.8,Windows 11,16.0,142,No,2,8 GB,DDR4,512 GB,Li-Ion,6.0,1,57990.0,Light,1920,1200,NVIDIA,Entry Gaming,Intel,i5-12Gen,2304000,Large,Medium
215,HP,X2 10-n125TU (T0X75PA),1.12,Windows 10,10.1,149,Yes,1,2 GB,DDR3,512 GB,Li-Po,5.0,1,29999.0,Ultra Light,1280,800,Intel,Integrated,Intel,Other,1024000,Small,Medium
216,HP,15-AY005TX (W6T42PA),2.19,DOS,15.6,100,No,2,4 GB,DDR4,512 GB,Li-Ion,4.0,1,32190.0,Normal,1366,768,AMD,Integrated,Intel,i3-5Gen,1049088,Medium,Low
218,HP,15-n209tx (F6C49PA),2.3,Windows 8,15.6,100,No,1,4 GB,DDR3,512 GB,Li-Ion,4.0,1,48999.0,Normal,1366,768,NVIDIA,Other,Intel,i5-4Gen,1049088,Medium,Low
219,Lenovo,V145 (81MT001BIH),2.4,DOS,15.6,100,No,2,4 GB,DDR4,512 GB,Li-Ion,4.0,1,19291.0,Heavy,1366,768,AMD,Integrated,AMD,Other,1049088,Medium,Low
220,HP,15-p027TX (J2C46PA),2.4,Windows 8,15.6,100,No,1,4 GB,DDR3,512 GB,Li-Ion,4.0,1,41890.0,Heavy,1366,768,Intel,Integrated,Intel,i3-4Gen,1049088,Medium,Low
221,Asus,X553MA-XX233D,2.5,DOS,15.6,100,No,2,2 GB,DDR3,512 GB,Li-Ion,4.0,1,19600.0,Heavy,1366,768,Intel,Integrated,Intel,Other,1049088,Medium,Low
222,Acer,PH16-71-74UU (NH.QJQAA.001),2.6,Windows 11,16.0,189,No,2,16 GB,DDR5,1 TB,Li-Ion,6.0,1,129990.0,Heavy,2560,1600,NVIDIA,High,Intel,i7-13Gen,4096000,Large,High
223,Asus,16 M1605YA-MB551WS,1.88,Windows 11,16.0,142,No,4,16 GB,DDR4,1 TB,Li-Ion,6.0,1,51990.0,Normal,1920,1200,AMD,Integrated,AMD,Other,2304000,Large,Medium
225,HP,15-ay026tu (W6T40PA),2.1,Windows 10,15.6,141,No,2,4 GB,DDR3,512 GB,Li-Ion,4.0,1,26297.0,Normal,1920,1080,Intel,Integrated,Intel,i3-5Gen,2073600,Medium,Medium
226,Asus,X550CC-XX922D,2.3,DOS,15.6,100,No,1,4 GB,DDR3,512 GB,Li-Ion,4.0,2,29550.0,Normal,1366,768,NVIDIA,Other,Intel,i3-3Gen,1049088,Medium,Low
227,HP,17-by1953cl (7NM99UA),2.46,Windows 10,17.3,106,Yes,1,8 GB,DDR4,256 GB,Li-Ion,5.0,1,113948.0,Heavy,1600,900,Intel,Integrated,Intel,i5-8Gen,1440000,Large,Low
228,Dell,3535 (IN3535hf8X1002ORB1),1.63,Windows 11,15.6,141,No,4,8 GB,DDR5,512 GB,Li-Ion,5.0,3,29990.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
229,Asus,X550LD-XX064D,2.3,DOS,15.6,100,No,1,4 GB,DDR3,512 GB,Li-Ion,4.0,1,38750.0,Normal,1366,768,Intel,Other,Intel,i5-4Gen,1049088,Medium,Low
230,Lenovo,S145 (81UT00EFIN),1.85,Windows 10,15.6,141,No,2,8 GB,DDR4,256 GB,Li-Ion,5.0,1,28490.0,Normal,1920,1080,AMD,Integrated,AMD,Ryzen 3-3Gen,2073600,Medium,Medium
231,HP,15-k005TX (J2C50PA),2.4,Windows 8,15.6,100,No,2,8 GB,DDR3,512 GB,Li-Ion,4.0,1,72990.0,Heavy,1366,768,NVIDIA,Other,Intel,i7-4Gen,1049088,Medium,Low
233,Lenovo,15ARH7 (82SB00QKIN),2.32,Windows 11,15.6,141,No,3,16 GB,DDR5,512 GB,Li-Ion,6.0,1,66250.0,Heavy,1920,1080,NVIDIA,Mid,AMD,Other,2073600,Medium,Medium
234,HP,15-ay004tx (W6T41PA),2.19,Windows 10,15.6,100,No,2,4 GB,DDR4,512 GB,Li-Ion,4.0,1,33627.0,Normal,1366,768,AMD,Integrated,Intel,i3-5Gen,1049088,Medium,Low
235,HP,15-j109TX (F6C57PA),2.5,Windows 8,15.6,141,Yes,2,8 GB,DDR3,512 GB,Li-Ion,4.0,1,82990.0,Heavy,1920,1080,NVIDIA,Other,Intel,i7-4Gen,2073600,Medium,Medium
236,Asus,E202SA-FD111D,2.0,DOS,11.6,135,No,1,2 GB,DDR3,512 GB,Li-Ion,4.0,1,21000.0,Normal,1366,768,Intel,Integrated,Intel,Other,1049088,Small,Low
237,HP,15-N260TX (G2H02PA),2.3,Windows 8,15.6,100,No,1,4 GB,DDR3,512 GB,Li-Ion,4.0,1,38990.0,Normal,1366,768,AMD,Integrated,Intel,i3-4Gen,1049088,Medium,Low
238,HP,15-N203TX (F6C42PA),2.3,Windows 8,15.6,100,No,1,4 GB,DDR3,512 GB,Li-Ion,4.0,1,45990.0,Normal,1366,768,AMD,Integrated,Intel,i5-4Gen,1049088,Medium,Low
240,HP,15-r204TU (K8U02PA),2.2,DOS,15.6,100,No,2,4 GB,DDR3,512 GB,Li-Ion,4.0,1,39890.0,Normal,1366,768,Intel,Integrated,Intel,i5-5Gen,1049088,Medium,Low
241,HP,13-b103tu (J8C30PA),1.7,Windows 8,13.3,118,No,1,4 GB,DDR3,512 GB,Li-Ion,4.0,1,45890.0,Light,1366,768,Intel,Integrated,Intel,i5-4Gen,1049088,Small,Low
243,MSI,11UC-1474IN,1.8,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,2,53990.0,Light,1920,1080,NVIDIA,Mid,Intel,i5-11Gen,2073600,Medium,Medium
244,Asus,G531GU-ES133T,2.57,Windows 10,15.6,141,No,2,16 GB,DDR4,256 GB,Li-Ion,5.0,1,139990.0,Heavy,1920,1080,NVIDIA,Other,Intel,i7-9Gen,2073600,Medium,Medium
245,HP,15-de0035cl (6VC28UA),1.8,Chrome OS,15.6,141,Yes,2,4 GB,DDR4,512 GB,Li-Ion,5.0,1,77154.0,Light,1920,1080,Intel,Integrated,Intel,i3-8Gen,2073600,Medium,Medium
246,HP,15-d002TU (F6D22PA),2.8,Windows 8,15.6,100,Yes,2,4 GB,DDR3,512 GB,Li-Ion,4.0,1,39290.0,Heavy,1366,768,Intel,Integrated,Intel,i3-3Gen,1049088,Medium,Low
247,Asus,FX706HF-HX019W,2.6,Windows 11,17.3,127,No,2,16 GB,DDR4,512 GB,Li-Ion,6.0,1,49490.0,Heavy,1920,1080,NVIDIA,Entry Gaming,Intel,i5-11Gen,2073600,Large,Low
248,Acer,AN515-43 (NH.Q6ZSI.003),2.3,Windows 10,15.6,141,No,2,8 GB,DDR4,256 GB,Li-Ion,5.0,1,66890.0,Normal,1920,1080,NVIDIA,Entry Gaming,AMD,Ryzen 7-3Gen,2073600,Medium,Medium
249,HP,15-p204tx (K8U16PA),2.2,Windows 8,15.6,100,No,2,4 GB,DDR3,512 GB,Li-Ion,4.0,1,49990.0,Normal,1366,768,NVIDIA,Other,Intel,i5-5Gen,1049088,Medium,Low
250,HP,15-n207TU (F6C92PA),2.3,Windows 8,15.6,100,No,1,4 GB,DDR3,512 GB,Li-Ion,4.0,1,36990.0,Normal,1366,768,Intel,Integrated,Intel,i3-3Gen,1049088,Medium,Low
251,Dell,5535 (GN5535FW1YJ002ORB1),2.81,Windows 11,15.6,141,No,4,8 GB,DDR5,512 GB,Li-Ion,6.0,1,69990.0,Heavy,1920,1080,NVIDIA,Mid,AMD,Other,2073600,Medium,Medium
252,HP,14-BS701TU (3MP30PA),1.7,Windows 10,14.0,112,No,2,4 GB,DDR4,512 GB,Li-Ion,5.0,1,29990.0,Light,1366,768,Intel,Integrated,Intel,i3-6Gen,1049088,Medium,Low
253,Lenovo,5i (82JK00LYIN),2.4,Windows 11,15.6,141,No,2,16 GB,DDR4,512 GB,Li-Ion,6.0,1,90490.0,Heavy,1920,1080,NVIDIA,Mid,Intel,i5-11Gen,2073600,Medium,Medium
254,HP,15-p278tx (L2Z60PA),2.2,Windows 8,15.6,100,No,2,8 GB,DDR3,512 GB,Li-Ion,4.0,1,53811.0,Normal,1366,768,NVIDIA,Other,Intel,i5-5Gen,1049088,Medium,Low
